applicant_id,age,employment_type,annual_income,years_employed,cibil_score,existing_loans_count,existing_emi_monthly,requested_loan_amount,loan_tenure_months,dependents,dti_ratio,previous_default,savings_balance,approved
TRAD-001330,40,Business Owner,934000.0,18,611,0,0.0,715000.0,36,1,0.255,0,258000.0,1
TRAD-001331,52,Salaried,379000.0,5,802,1,9800.0,414000.0,240,4,0.365,0,175000.0,1
TRAD-001332,39,Salaried,454000.0,29,595,0,0.0,1647000.0,60,0,0.726,0,0.0,0
TRAD-001333,56,Salaried,1002000.0,20,900,0,0.0,341000.0,180,4,0.023,0,724000.0,1
TRAD-001334,44,Salaried,490000.0,11,642,0,0.0,50000.0,60,0,0.02,0,339000.0,1
TRAD-001335,64,Salaried,597000.0,6,863,1,11400.0,50000.0,60,3,0.246,0,0.0,1
TRAD-001336,49,Salaried,367000.0,27,682,1,6200.0,1351000.0,24,0,2.043,0,345000.0,0
TRAD-001337,34,Business Owner,883000.0,24,850,1,4700.0,1398000.0,240,0,0.143,0,680000.0,1
TRAD-001338,55,Salaried,887000.0,1,630,0,0.0,1712000.0,120,1,0.193,0,540000.0,1
TRAD-001339,38,Salaried,857000.0,19,702,3,38200.0,80000.0,36,0,0.566,0,170000.0,1
TRAD-001340,44,Salaried,801000.0,3,776,1,11400.0,750000.0,180,0,0.233,0,176000.0,1
TRAD-001341,27,Business Owner,671000.0,8,763,1,8200.0,2478000.0,36,3,1.378,0,61000.0,0
TRAD-001342,26,Salaried,503000.0,17,805,1,1200.0,703000.0,12,3,1.426,0,114000.0,0
TRAD-001343,46,Salaried,422000.0,7,654,0,0.0,534000.0,120,1,0.127,1,135000.0,0
TRAD-001344,29,Salaried,1011000.0,15,708,0,0.0,886000.0,120,3,0.088,0,0.0,1
TRAD-001345,64,Self-Employed,864000.0,12,819,0,0.0,1244000.0,84,1,0.206,0,189000.0,1
TRAD-001346,58,Self-Employed,456000.0,17,633,2,34900.0,1234000.0,120,1,1.189,0,386000.0,0
TRAD-001347,51,Self-Employed,661000.0,24,754,0,0.0,501000.0,36,4,0.253,1,197000.0,1
TRAD-001348,53,Self-Employed,566000.0,4,679,0,0.0,520000.0,36,2,0.306,0,354000.0,1
TRAD-001349,47,Salaried,334000.0,23,720,0,0.0,707000.0,48,0,0.529,0,705000.0,1
TRAD-001350,23,Salaried,700000.0,6,708,1,9800.0,425000.0,24,3,0.472,0,759000.0,1
TRAD-001351,38,Salaried,534000.0,1,625,3,55200.0,97000.0,36,1,1.301,0,283000.0,0
TRAD-001352,42,Salaried,383000.0,13,675,2,11300.0,2075000.0,12,0,3.0,0,520000.0,0
TRAD-001353,61,Salaried,236000.0,9,714,1,5100.0,635000.0,36,1,1.156,0,258000.0,0
TRAD-001354,30,Salaried,212000.0,5,690,0,0.0,672000.0,60,1,0.634,1,178000.0,0
TRAD-001355,42,Salaried,546000.0,12,849,1,16000.0,693000.0,48,0,0.669,0,21000.0,1
TRAD-001356,36,Self-Employed,626000.0,26,796,0,0.0,848000.0,48,3,0.339,0,322000.0,1
TRAD-001357,26,Salaried,405000.0,17,728,0,0.0,1183000.0,240,1,0.146,0,571000.0,1
TRAD-001358,25,Self-Employed,832000.0,21,628,0,0.0,598000.0,12,0,0.719,0,0.0,1
TRAD-001359,37,Self-Employed,632000.0,4,622,0,0.0,1641000.0,180,0,0.173,0,228000.0,1
TRAD-001360,24,Salaried,812000.0,2,888,1,13100.0,1289000.0,12,3,1.781,0,216000.0,0
TRAD-001361,23,Salaried,599000.0,10,604,1,14700.0,776000.0,60,2,0.554,0,362000.0,1
TRAD-001362,36,Self-Employed,430000.0,23,711,2,20500.0,467000.0,24,4,1.115,0,366000.0,0
TRAD-001363,29,Self-Employed,682000.0,26,734,2,14300.0,1605000.0,60,2,0.722,0,434000.0,1
TRAD-001364,45,Salaried,296000.0,3,670,2,19200.0,795000.0,240,3,0.913,0,774000.0,0
TRAD-001365,21,Salaried,801000.0,14,605,0,0.0,92000.0,12,2,0.115,0,82000.0,1
TRAD-001366,34,Self-Employed,388000.0,11,625,2,38200.0,1564000.0,60,2,1.988,0,69000.0,0
TRAD-001367,40,Self-Employed,907000.0,22,648,2,13700.0,428000.0,60,4,0.276,0,362000.0,1
TRAD-001368,63,Salaried,555000.0,6,633,0,0.0,1465000.0,60,3,0.528,0,663000.0,1
TRAD-001369,48,Salaried,948000.0,14,826,1,3000.0,50000.0,84,2,0.046,0,0.0,1
TRAD-001370,59,Business Owner,336000.0,25,699,0,0.0,660000.0,36,4,0.655,0,383000.0,1
TRAD-001371,36,Salaried,460000.0,13,650,1,7900.0,1654000.0,180,3,0.446,0,250000.0,0
TRAD-001372,40,Business Owner,757000.0,23,710,3,35100.0,903000.0,36,4,0.954,1,514000.0,0
TRAD-001373,39,Salaried,978000.0,18,763,0,0.0,1289000.0,48,3,0.329,0,457000.0,1
TRAD-001374,60,Salaried,1117000.0,17,667,1,14700.0,314000.0,60,3,0.214,0,312000.0,1
TRAD-001375,63,Salaried,662000.0,7,786,1,14400.0,1126000.0,240,2,0.346,0,422000.0,1
TRAD-001376,63,Salaried,1165000.0,29,579,1,8700.0,902000.0,60,4,0.244,0,135000.0,1
TRAD-001377,54,Business Owner,569000.0,7,811,1,5200.0,1058000.0,180,1,0.234,0,500000.0,1
TRAD-001378,43,Salaried,958000.0,27,699,0,0.0,2226000.0,24,2,1.162,0,647000.0,1
TRAD-001379,44,Business Owner,386000.0,29,695,0,0.0,1748000.0,12,4,3.0,1,325000.0,0
TRAD-001380,64,Salaried,768000.0,15,634,1,9600.0,1415000.0,60,1,0.518,0,198000.0,1
TRAD-001381,33,Business Owner,120000.0,26,583,2,20100.0,1423000.0,240,2,2.603,0,264000.0,0
TRAD-001382,36,Business Owner,336000.0,21,542,0,0.0,309000.0,36,0,0.307,0,497000.0,1
TRAD-001383,60,Self-Employed,781000.0,22,628,1,14700.0,594000.0,36,2,0.479,0,290000.0,1
TRAD-001384,37,Salaried,283000.0,2,756,2,6200.0,50000.0,24,1,0.351,0,0.0,0
TRAD-001385,31,Self-Employed,770000.0,4,609,2,13300.0,75000.0,240,2,0.212,0,538000.0,1
TRAD-001386,45,Salaried,904000.0,2,553,2,9400.0,324000.0,12,1,0.483,0,54000.0,0
TRAD-001387,35,Business Owner,510000.0,0,614,3,24500.0,881000.0,84,4,0.823,0,406000.0,0
TRAD-001388,60,Salaried,379000.0,25,663,0,0.0,104000.0,48,4,0.069,0,0.0,1
TRAD-001389,60,Salaried,517000.0,5,667,1,7800.0,875000.0,48,2,0.604,1,327000.0,0
TRAD-001390,34,Salaried,380000.0,0,688,0,0.0,800000.0,120,3,0.211,1,283000.0,0
TRAD-001391,44,Self-Employed,622000.0,28,798,0,0.0,163000.0,48,2,0.066,0,0.0,1
TRAD-001392,64,Business Owner,679000.0,8,819,0,0.0,1892000.0,12,1,2.786,0,383000.0,0
TRAD-001393,53,Salaried,564000.0,24,891,1,10500.0,50000.0,84,2,0.236,0,25000.0,1
TRAD-001394,30,Self-Employed,1119000.0,28,546,0,0.0,1626000.0,12,2,1.453,0,321000.0,0
TRAD-001395,46,Business Owner,449000.0,15,619,1,4500.0,50000.0,180,3,0.128,0,197000.0,1
TRAD-001396,48,Salaried,1040000.0,27,766,0,0.0,808000.0,240,3,0.039,1,0.0,1
TRAD-001397,49,Salaried,358000.0,29,657,1,10400.0,122000.0,180,1,0.371,0,39000.0,1
TRAD-001398,22,Self-Employed,670000.0,4,782,0,0.0,475000.0,48,3,0.177,0,59000.0,1
TRAD-001399,34,Self-Employed,981000.0,4,720,1,14100.0,2077000.0,48,4,0.702,0,546000.0,1
TRAD-001400,58,Salaried,967000.0,11,850,1,17400.0,674000.0,84,2,0.315,0,509000.0,1
TRAD-001401,31,Business Owner,532000.0,16,799,2,21900.0,182000.0,180,4,0.517,0,849000.0,1
TRAD-001402,34,Salaried,805000.0,23,801,2,14700.0,1217000.0,120,2,0.37,0,172000.0,1
TRAD-001403,35,Business Owner,768000.0,5,661,2,17500.0,669000.0,60,0,0.448,0,164000.0,1
TRAD-001404,28,Business Owner,499000.0,5,691,1,8500.0,998000.0,180,0,0.338,1,334000.0,0
TRAD-001405,27,Business Owner,822000.0,9,671,3,22100.0,306000.0,48,1,0.416,0,211000.0,0
TRAD-001406,36,Salaried,1171000.0,8,557,1,10500.0,338000.0,120,2,0.136,1,154000.0,0
TRAD-001407,59,Salaried,782000.0,28,840,0,0.0,388000.0,36,4,0.165,1,314000.0,1
TRAD-001408,21,Salaried,809000.0,11,771,1,4300.0,1419000.0,60,1,0.415,0,476000.0,1
TRAD-001409,33,Salaried,838000.0,26,667,1,13400.0,753000.0,180,1,0.252,0,0.0,1
TRAD-001410,23,Self-Employed,241000.0,1,824,0,0.0,219000.0,36,3,0.303,0,157000.0,1
TRAD-001411,45,Salaried,779000.0,3,640,0,0.0,1005000.0,84,1,0.184,0,0.0,1
TRAD-001412,32,Salaried,365000.0,24,525,1,13600.0,952000.0,36,2,1.317,0,262000.0,0
TRAD-001413,55,Salaried,485000.0,7,796,0,0.0,1273000.0,48,1,0.656,0,408000.0,1
TRAD-001414,46,Salaried,1255000.0,2,579,3,22700.0,587000.0,36,1,0.373,0,579000.0,1
TRAD-001415,55,Salaried,579000.0,17,681,0,0.0,850000.0,84,0,0.21,0,192000.0,1
TRAD-001416,48,Self-Employed,443000.0,4,720,1,7200.0,1174000.0,120,2,0.46,1,327000.0,0
TRAD-001417,40,Self-Employed,973000.0,1,737,1,1000.0,244000.0,180,2,0.029,0,0.0,1
TRAD-001418,58,Salaried,385000.0,12,781,0,0.0,1476000.0,48,0,0.958,0,85000.0,0
TRAD-001419,41,Business Owner,525000.0,16,755,1,1900.0,911000.0,24,3,0.911,0,352000.0,1
TRAD-001420,62,Business Owner,1000000.0,15,752,0,0.0,184000.0,240,1,0.009,0,0.0,1
TRAD-001421,64,Salaried,662000.0,17,625,0,0.0,180000.0,48,3,0.068,0,609000.0,1
TRAD-001422,46,Self-Employed,213000.0,0,728,3,21500.0,835000.0,84,0,1.771,0,431000.0,0
TRAD-001423,50,Salaried,802000.0,8,557,2,22600.0,542000.0,48,0,0.507,0,74000.0,0
TRAD-001424,32,Salaried,539000.0,10,848,2,8700.0,1390000.0,180,0,0.366,0,0.0,1
TRAD-001425,56,Salaried,1081000.0,8,567,0,0.0,714000.0,12,2,0.66,0,120000.0,0
TRAD-001426,50,Salaried,480000.0,16,667,1,2200.0,1097000.0,12,0,2.34,0,75000.0,0
TRAD-001427,60,Business Owner,944000.0,6,575,1,14300.0,348000.0,48,1,0.274,0,0.0,0
TRAD-001428,32,Business Owner,1147000.0,18,631,0,0.0,885000.0,48,2,0.193,0,0.0,1
TRAD-001429,55,Business Owner,412000.0,28,701,0,0.0,1755000.0,120,3,0.426,0,242000.0,1
TRAD-001430,41,Self-Employed,596000.0,19,650,1,5600.0,804000.0,60,3,0.383,0,483000.0,1
TRAD-001431,29,Self-Employed,759000.0,11,809,2,33400.0,541000.0,36,2,0.766,0,122000.0,0
TRAD-001432,28,Business Owner,410000.0,13,722,2,10300.0,339000.0,12,0,1.128,0,411000.0,0
TRAD-001433,45,Salaried,726000.0,17,656,0,0.0,888000.0,180,4,0.082,0,218000.0,1
TRAD-001434,35,Salaried,587000.0,21,687,1,9200.0,1816000.0,60,3,0.807,0,453000.0,1
TRAD-001435,25,Self-Employed,581000.0,9,816,2,27900.0,50000.0,240,4,0.581,0,103000.0,1
TRAD-001436,39,Salaried,664000.0,1,786,0,0.0,868000.0,36,4,0.436,0,370000.0,1
TRAD-001437,49,Salaried,670000.0,21,592,1,13700.0,50000.0,36,3,0.27,1,330000.0,0
TRAD-001438,35,Salaried,696000.0,19,635,0,0.0,633000.0,36,4,0.303,0,641000.0,1
TRAD-001439,63,Self-Employed,482000.0,3,745,0,0.0,1071000.0,48,2,0.555,0,440000.0,1
TRAD-001440,55,Salaried,495000.0,18,734,1,12100.0,50000.0,24,2,0.344,0,364000.0,1
TRAD-001441,43,Salaried,617000.0,2,600,2,18700.0,611000.0,24,2,0.859,1,0.0,0
TRAD-001442,62,Salaried,637000.0,19,771,1,6200.0,1089000.0,180,2,0.231,0,169000.0,1
TRAD-001443,40,Salaried,527000.0,22,615,0,0.0,985000.0,120,2,0.187,0,100000.0,1
TRAD-001444,27,Business Owner,741000.0,0,824,1,8800.0,1120000.0,60,1,0.445,0,94000.0,1
TRAD-001445,22,Salaried,142000.0,21,750,0,0.0,267000.0,60,3,0.376,0,304000.0,1
TRAD-001446,62,Self-Employed,445000.0,3,592,0,0.0,1089000.0,60,1,0.489,0,360000.0,0
TRAD-001447,63,Self-Employed,572000.0,7,650,1,6800.0,510000.0,84,4,0.27,0,370000.0,1
TRAD-001448,53,Salaried,410000.0,21,648,0,0.0,1364000.0,36,3,1.109,0,615000.0,0
TRAD-001449,25,Business Owner,1106000.0,10,715,1,16600.0,50000.0,180,4,0.183,0,421000.0,1
TRAD-001450,33,Self-Employed,655000.0,29,681,1,6400.0,712000.0,12,3,1.204,0,0.0,0
TRAD-001451,22,Self-Employed,699000.0,28,591,1,14200.0,964000.0,120,2,0.382,0,351000.0,0
TRAD-001452,23,Salaried,515000.0,29,568,0,0.0,1777000.0,180,1,0.23,0,446000.0,0
TRAD-001453,31,Salaried,646000.0,3,752,1,11000.0,956000.0,60,3,0.5,0,616000.0,1
TRAD-001454,46,Business Owner,310000.0,5,727,0,0.0,1022000.0,36,2,1.099,0,261000.0,0
TRAD-001455,23,Self-Employed,602000.0,5,710,0,0.0,1144000.0,180,1,0.127,1,264000.0,0
TRAD-001456,64,Business Owner,388000.0,17,726,1,13400.0,1715000.0,180,0,0.709,0,570000.0,1
TRAD-001457,41,Business Owner,572000.0,12,641,1,9300.0,652000.0,240,0,0.252,0,345000.0,0
TRAD-001458,32,Salaried,120000.0,22,717,2,13700.0,50000.0,12,1,1.787,0,0.0,0
TRAD-001459,43,Self-Employed,334000.0,8,900,2,31000.0,50000.0,84,3,1.135,0,0.0,0
TRAD-001460,55,Salaried,1060000.0,5,812,1,6500.0,1332000.0,12,4,1.33,0,760000.0,0
TRAD-001461,34,Self-Employed,883000.0,19,673,0,0.0,1045000.0,12,4,1.183,0,0.0,0
TRAD-001462,23,Salaried,1019000.0,18,650,2,3100.0,733000.0,12,2,0.756,0,258000.0,1
TRAD-001463,23,Salaried,1039000.0,20,428,2,5100.0,519000.0,120,4,0.109,1,521000.0,0
TRAD-001464,58,Self-Employed,838000.0,9,802,1,11400.0,1018000.0,120,0,0.285,0,0.0,1
TRAD-001465,25,Self-Employed,523000.0,15,775,1,17900.0,1036000.0,240,4,0.51,0,30000.0,1
TRAD-001466,48,Self-Employed,360000.0,27,648,1,800.0,1212000.0,84,4,0.508,0,0.0,0
TRAD-001467,37,Salaried,971000.0,18,564,1,5900.0,179000.0,84,2,0.099,0,750000.0,1
TRAD-001468,55,Salaried,668000.0,27,590,1,9400.0,50000.0,24,0,0.206,0,805000.0,1
TRAD-001469,23,Business Owner,1348000.0,13,742,0,0.0,306000.0,120,3,0.023,0,116000.0,1
TRAD-001470,60,Salaried,548000.0,1,692,0,0.0,50000.0,240,0,0.005,0,445000.0,0
TRAD-001471,51,Salaried,1202000.0,22,766,0,0.0,50000.0,48,3,0.01,0,377000.0,1
TRAD-001472,40,Self-Employed,606000.0,13,708,1,8000.0,1920000.0,120,1,0.475,0,230000.0,1
TRAD-001473,30,Salaried,1024000.0,1,792,1,19400.0,50000.0,60,2,0.237,0,0.0,1
TRAD-001474,63,Self-Employed,1125000.0,4,735,2,19200.0,1205000.0,60,4,0.419,0,877000.0,1
TRAD-001475,34,Salaried,364000.0,9,779,0,0.0,1490000.0,180,0,0.273,0,0.0,1
TRAD-001476,42,Business Owner,514000.0,5,501,0,0.0,1542000.0,36,0,1.0,0,353000.0,0
TRAD-001477,38,Business Owner,361000.0,20,583,3,22000.0,1080000.0,180,2,0.931,0,138000.0,0
TRAD-001478,31,Business Owner,306000.0,18,665,3,38400.0,1758000.0,240,3,1.793,0,552000.0,0
TRAD-001479,39,Self-Employed,837000.0,9,803,0,0.0,2059000.0,24,1,1.23,1,511000.0,0
TRAD-001480,27,Salaried,595000.0,2,879,2,2000.0,704000.0,60,0,0.277,0,55000.0,1
TRAD-001481,21,Self-Employed,665000.0,2,684,0,0.0,1191000.0,12,3,1.791,0,102000.0,0
TRAD-001482,33,Business Owner,806000.0,28,642,1,12300.0,1729000.0,48,3,0.719,0,0.0,1
TRAD-001483,25,Self-Employed,130000.0,10,514,0,0.0,340000.0,48,4,0.654,0,349000.0,0
TRAD-001484,39,Self-Employed,1010000.0,3,782,2,19500.0,741000.0,84,4,0.336,0,478000.0,1
TRAD-001485,58,Self-Employed,552000.0,21,648,0,0.0,493000.0,48,3,0.223,0,190000.0,1
TRAD-001486,28,Self-Employed,799000.0,26,900,1,13300.0,1200000.0,48,0,0.575,0,239000.0,1
TRAD-001487,21,Self-Employed,824000.0,3,630,0,0.0,50000.0,120,1,0.006,0,777000.0,1
TRAD-001488,25,Salaried,1034000.0,28,900,2,18200.0,1834000.0,120,3,0.389,0,534000.0,1
TRAD-001489,43,Salaried,621000.0,21,771,1,9700.0,1247000.0,12,2,2.195,1,637000.0,0
TRAD-001490,33,Self-Employed,120000.0,7,602,0,0.0,1283000.0,48,0,2.673,0,0.0,0
TRAD-001491,42,Salaried,666000.0,23,722,0,0.0,50000.0,120,2,0.008,0,437000.0,1
TRAD-001492,22,Business Owner,706000.0,12,773,0,0.0,224000.0,12,3,0.317,0,363000.0,1
TRAD-001493,35,Self-Employed,360000.0,19,679,1,11100.0,1869000.0,60,3,1.408,0,0.0,0
TRAD-001494,39,Salaried,691000.0,3,780,2,22500.0,785000.0,60,4,0.618,0,39000.0,1
TRAD-001495,39,Business Owner,549000.0,7,778,1,7500.0,50000.0,120,0,0.173,0,245000.0,1
TRAD-001496,45,Self-Employed,274000.0,23,757,2,24000.0,1044000.0,120,4,1.432,0,0.0,0
TRAD-001497,55,Self-Employed,838000.0,24,698,4,58700.0,1341000.0,60,2,1.161,0,100000.0,0
TRAD-001498,41,Salaried,492000.0,0,588,0,0.0,1245000.0,48,1,0.633,0,185000.0,0
TRAD-001499,58,Business Owner,536000.0,6,693,1,10200.0,802000.0,180,4,0.328,0,443000.0,1
TRAD-001500,44,Salaried,520000.0,18,717,0,0.0,1638000.0,48,0,0.788,0,123000.0,1
TRAD-001501,32,Self-Employed,996000.0,27,522,0,0.0,444000.0,48,0,0.111,0,188000.0,1
TRAD-001502,31,Salaried,639000.0,20,716,1,9700.0,1251000.0,48,3,0.672,0,556000.0,1
TRAD-001503,35,Self-Employed,672000.0,21,691,1,15800.0,988000.0,48,3,0.65,0,0.0,1
TRAD-001504,47,Self-Employed,527000.0,11,577,1,12700.0,813000.0,84,0,0.51,0,357000.0,0
TRAD-001505,31,Self-Employed,780000.0,1,668,1,12300.0,654000.0,84,4,0.309,1,397000.0,0
TRAD-001506,61,Salaried,1028000.0,22,670,0,0.0,677000.0,240,4,0.033,0,404000.0,1
TRAD-001507,42,Business Owner,831000.0,23,883,1,5400.0,921000.0,60,3,0.3,0,175000.0,1
TRAD-001508,58,Self-Employed,842000.0,13,721,1,10600.0,710000.0,120,1,0.235,0,34000.0,1
TRAD-001509,51,Salaried,820000.0,15,798,1,14000.0,1376000.0,36,4,0.764,0,680000.0,1
TRAD-001510,35,Business Owner,264000.0,7,689,1,15900.0,552000.0,240,0,0.827,0,86000.0,0
TRAD-001511,31,Self-Employed,405000.0,13,522,1,0.0,1919000.0,240,3,0.237,0,21000.0,0
TRAD-001512,53,Business Owner,593000.0,7,764,0,0.0,523000.0,84,4,0.126,0,305000.0,1
TRAD-001513,35,Business Owner,447000.0,12,637,0,0.0,1498000.0,120,2,0.335,0,115000.0,0
TRAD-001514,31,Business Owner,352000.0,4,668,1,12600.0,1526000.0,84,1,1.049,0,563000.0,0
TRAD-001515,61,Self-Employed,126000.0,18,600,1,2000.0,1008000.0,24,2,3.0,0,234000.0,0
TRAD-001516,42,Self-Employed,273000.0,7,707,0,0.0,950000.0,240,0,0.174,1,595000.0,0
TRAD-001517,23,Salaried,578000.0,21,801,1,12300.0,426000.0,120,0,0.329,0,412000.0,1
TRAD-001518,42,Salaried,631000.0,15,789,1,4300.0,564000.0,48,1,0.305,0,203000.0,1
TRAD-001519,41,Self-Employed,428000.0,26,851,0,0.0,1043000.0,36,0,0.812,1,579000.0,0
TRAD-001520,59,Salaried,672000.0,6,864,0,0.0,871000.0,120,3,0.13,0,137000.0,1
TRAD-001521,52,Business Owner,529000.0,8,506,1,8800.0,1669000.0,48,3,0.988,0,220000.0,0
TRAD-001522,29,Salaried,955000.0,7,587,0,0.0,605000.0,180,4,0.042,0,432000.0,1
TRAD-001523,27,Salaried,605000.0,18,528,0,0.0,644000.0,24,1,0.532,0,357000.0,1
TRAD-001524,47,Salaried,845000.0,3,760,1,8700.0,50000.0,60,4,0.135,0,132000.0,1
TRAD-001525,23,Salaried,707000.0,20,634,1,11800.0,1318000.0,24,1,1.132,0,0.0,0
TRAD-001526,35,Salaried,257000.0,24,654,0,0.0,1260000.0,120,2,0.49,0,295000.0,1
TRAD-001527,27,Salaried,625000.0,20,679,0,0.0,1535000.0,48,4,0.614,1,118000.0,0
TRAD-001528,21,Business Owner,304000.0,4,736,1,12800.0,1572000.0,24,1,3.0,0,307000.0,0
TRAD-001529,61,Salaried,620000.0,14,559,0,0.0,1413000.0,60,0,0.456,0,195000.0,1
TRAD-001530,24,Salaried,441000.0,16,580,1,9100.0,1440000.0,84,4,0.714,0,121000.0,0
TRAD-001531,21,Salaried,757000.0,11,700,0,0.0,1297000.0,36,1,0.571,0,233000.0,1
TRAD-001532,62,Salaried,274000.0,13,814,0,0.0,1397000.0,240,1,0.255,1,282000.0,0
TRAD-001533,29,Salaried,654000.0,22,698,1,10300.0,50000.0,12,3,0.265,0,474000.0,1
TRAD-001534,56,Self-Employed,810000.0,25,625,2,9400.0,185000.0,36,2,0.215,0,406000.0,1
TRAD-001535,22,Self-Employed,904000.0,9,496,0,0.0,79000.0,36,0,0.029,0,824000.0,1
TRAD-001536,27,Salaried,436000.0,9,791,3,24700.0,1726000.0,240,4,0.878,0,335000.0,0
TRAD-001537,25,Self-Employed,655000.0,6,630,3,38700.0,391000.0,36,2,0.908,0,132000.0,0
TRAD-001538,52,Salaried,702000.0,12,591,3,32400.0,495000.0,24,1,0.906,0,258000.0,0
TRAD-001539,48,Salaried,1083000.0,16,537,1,10000.0,904000.0,84,0,0.23,0,442000.0,1
TRAD-001540,41,Business Owner,235000.0,21,563,0,0.0,92000.0,36,3,0.13,0,551000.0,1
TRAD-001541,31,Salaried,395000.0,8,609,0,0.0,1147000.0,36,3,0.968,0,635000.0,0
TRAD-001542,24,Business Owner,1435000.0,6,677,1,5000.0,50000.0,36,3,0.053,0,46000.0,1
TRAD-001543,46,Salaried,574000.0,0,585,3,36400.0,135000.0,60,3,0.808,0,620000.0,0
TRAD-001544,31,Salaried,121000.0,2,718,1,12400.0,1029000.0,120,4,2.08,0,288000.0,0
TRAD-001545,46,Salaried,487000.0,1,677,1,7600.0,93000.0,60,3,0.225,0,68000.0,0
TRAD-001546,51,Salaried,120000.0,6,900,1,10700.0,1744000.0,240,1,1.797,1,249000.0,0
TRAD-001547,58,Business Owner,717000.0,20,538,0,0.0,930000.0,36,1,0.432,0,603000.0,1
TRAD-001548,42,Salaried,877000.0,23,715,1,9700.0,1636000.0,180,1,0.257,1,414000.0,0
TRAD-001549,21,Business Owner,395000.0,29,717,1,8500.0,1133000.0,120,3,0.545,0,0.0,0
TRAD-001550,33,Business Owner,518000.0,16,602,2,28100.0,892000.0,12,0,2.373,0,0.0,0
TRAD-001551,58,Self-Employed,909000.0,13,709,1,8200.0,252000.0,120,1,0.136,0,0.0,1
TRAD-001552,44,Salaried,160000.0,26,773,0,0.0,1504000.0,240,2,0.47,0,117000.0,1
TRAD-001553,48,Salaried,280000.0,4,709,1,7400.0,1187000.0,120,2,0.741,0,319000.0,0
TRAD-001554,41,Salaried,586000.0,18,832,1,0.0,2255000.0,36,0,1.283,0,18000.0,1
TRAD-001555,28,Self-Employed,439000.0,24,493,1,8100.0,1438000.0,48,0,1.04,0,193000.0,0
TRAD-001556,60,Salaried,568000.0,15,620,1,9800.0,642000.0,180,4,0.282,0,651000.0,1
TRAD-001557,55,Business Owner,296000.0,7,840,0,0.0,1088000.0,36,0,1.225,0,704000.0,0
TRAD-001558,64,Self-Employed,710000.0,18,787,2,19300.0,1174000.0,60,0,0.657,1,688000.0,1
TRAD-001559,58,Salaried,608000.0,29,751,3,20900.0,1656000.0,84,0,0.802,0,0.0,1
TRAD-001560,33,Self-Employed,804000.0,7,817,2,15400.0,1759000.0,180,1,0.376,0,718000.0,1
TRAD-001561,32,Salaried,706000.0,16,518,2,9000.0,795000.0,240,1,0.209,0,323000.0,1
TRAD-001562,31,Business Owner,708000.0,1,776,0,0.0,110000.0,120,4,0.016,0,319000.0,1
TRAD-001563,61,Salaried,245000.0,6,801,2,17100.0,50000.0,48,0,0.889,0,557000.0,0
TRAD-001564,45,Business Owner,788000.0,23,637,1,6000.0,159000.0,48,0,0.142,0,476000.0,1
TRAD-001565,40,Business Owner,557000.0,14,900,0,0.0,515000.0,84,0,0.132,0,0.0,1
TRAD-001566,63,Business Owner,603000.0,5,719,1,300.0,1878000.0,12,3,3.0,1,147000.0,0
TRAD-001567,47,Salaried,944000.0,10,492,1,10200.0,1888000.0,48,4,0.63,0,208000.0,1
TRAD-001568,61,Business Owner,449000.0,3,736,1,17500.0,1524000.0,48,0,1.316,0,0.0,0
TRAD-001569,64,Salaried,1028000.0,23,632,2,16500.0,1700000.0,240,2,0.275,0,549000.0,1
TRAD-001570,24,Self-Employed,1054000.0,28,811,2,18000.0,440000.0,180,1,0.233,0,660000.0,1
TRAD-001571,36,Salaried,861000.0,3,752,4,42800.0,50000.0,36,3,0.616,0,297000.0,0
TRAD-001572,53,Salaried,375000.0,7,643,0,0.0,246000.0,84,3,0.094,0,375000.0,1
TRAD-001573,56,Salaried,120000.0,25,843,0,0.0,50000.0,60,1,0.083,0,297000.0,1
TRAD-001574,27,Salaried,952000.0,26,789,0,0.0,176000.0,180,3,0.012,0,325000.0,1
TRAD-001575,35,Salaried,681000.0,23,621,1,11600.0,571000.0,60,0,0.372,0,579000.0,1
TRAD-001576,45,Business Owner,441000.0,21,686,1,1400.0,1008000.0,84,2,0.365,0,0.0,1
TRAD-001577,56,Salaried,979000.0,25,749,0,0.0,988000.0,120,4,0.101,0,422000.0,1
TRAD-001578,25,Self-Employed,409000.0,11,665,1,7400.0,452000.0,180,4,0.291,0,303000.0,1
TRAD-001579,47,Salaried,531000.0,26,668,2,18000.0,1270000.0,120,0,0.646,1,122000.0,0
TRAD-001580,34,Self-Employed,797000.0,26,703,2,13800.0,464000.0,36,0,0.402,0,174000.0,1
TRAD-001581,30,Self-Employed,338000.0,6,599,1,14700.0,907000.0,120,4,0.79,0,758000.0,0
TRAD-001582,43,Salaried,619000.0,2,488,1,10000.0,179000.0,36,1,0.29,1,0.0,0
TRAD-001583,39,Self-Employed,955000.0,15,723,3,23100.0,1608000.0,120,3,0.459,0,258000.0,1
TRAD-001584,48,Business Owner,709000.0,22,511,1,7600.0,914000.0,240,2,0.193,0,707000.0,1
TRAD-001585,34,Business Owner,999000.0,25,606,0,0.0,1341000.0,60,2,0.268,0,0.0,1
TRAD-001586,57,Salaried,967000.0,4,532,1,18600.0,109000.0,240,1,0.236,0,186000.0,1
TRAD-001587,24,Salaried,652000.0,11,543,0,0.0,1013000.0,24,3,0.777,1,311000.0,0
