applicant_id,age,occupation_type,monthly_upi_txn_count,monthly_upi_turnover,avg_daily_balance,cashflow_volatility,utility_payment_reliability,rent_payment_reliability,months_of_transaction_history,requested_loan_amount,alternate_credit_score,approved
THIN-001010,20,Gig Worker,228,48200.0,4690.0,0.429,0.659,0.433,41,8000.0,471,1
THIN-001011,35,Gig Worker,181,61900.0,2760.0,0.107,0.874,0.747,7,151000.0,556,1
THIN-001012,58,Vendor,299,118700.0,2690.0,0.646,0.633,0.711,9,67000.0,410,0
THIN-001013,52,Gig Worker,446,84300.0,4860.0,0.356,0.659,0.913,50,142000.0,564,1
THIN-001014,45,Vendor,338,102100.0,200.0,0.191,0.776,0.546,54,268000.0,574,1
THIN-001015,25,Shopkeeper,723,5000.0,26940.0,0.392,0.645,0.945,29,123000.0,517,0
THIN-001016,23,Shopkeeper,715,105700.0,9440.0,0.086,0.656,0.481,51,264000.0,638,1
THIN-001017,19,Freelancer,543,143300.0,8820.0,0.107,0.751,0.545,45,35000.0,645,1
THIN-001018,30,Gig Worker,83,54900.0,7980.0,0.216,0.686,0.885,3,106000.0,477,1
THIN-001019,40,Shopkeeper,479,79500.0,5680.0,0.123,0.971,0.768,4,180000.0,592,1
THIN-001020,26,Vendor,139,84800.0,14710.0,0.492,0.914,0.575,33,5000.0,492,1
THIN-001021,50,Gig Worker,189,94200.0,16640.0,0.544,0.797,0.826,52,106000.0,510,1
THIN-001022,50,Freelancer,723,92200.0,18590.0,0.295,0.812,0.545,59,97000.0,573,1
THIN-001023,47,Shopkeeper,362,170300.0,13710.0,0.435,0.94,0.472,23,5000.0,512,1
THIN-001024,21,Freelancer,152,131200.0,21460.0,0.282,0.66,0.293,37,89000.0,505,1
THIN-001025,36,Vendor,364,121300.0,11670.0,0.351,0.601,0.647,40,54000.0,538,1
THIN-001026,56,Gig Worker,532,146900.0,4470.0,0.159,0.721,0.71,25,10000.0,600,1
THIN-001027,49,Gig Worker,244,32900.0,16280.0,0.156,0.709,0.749,30,172000.0,583,1
THIN-001028,58,Gig Worker,107,133900.0,18770.0,0.122,0.778,0.651,48,25000.0,609,1
THIN-001029,54,Vendor,34,100600.0,12630.0,0.104,0.752,0.301,29,5000.0,551,1
THIN-001030,41,Vendor,37,174000.0,6030.0,0.081,0.865,0.854,50,28000.0,646,1
THIN-001031,59,Vendor,439,21900.0,12990.0,0.223,0.824,0.597,37,5000.0,586,1
THIN-001032,58,Gig Worker,571,85500.0,25880.0,0.325,0.754,0.613,43,68000.0,565,1
THIN-001033,47,Shopkeeper,747,25500.0,24260.0,0.064,0.503,0.324,25,223000.0,582,1
THIN-001034,46,Shopkeeper,563,100500.0,28090.0,0.72,0.584,0.754,24,51000.0,466,0
THIN-001035,23,Gig Worker,663,59700.0,10220.0,0.212,0.467,0.593,48,223000.0,560,1
THIN-001036,44,Freelancer,461,104400.0,7330.0,0.478,0.786,0.344,55,57000.0,505,1
THIN-001037,19,Gig Worker,646,98900.0,2960.0,0.157,0.67,0.642,46,138000.0,610,1
THIN-001038,51,Vendor,21,110100.0,6840.0,0.155,0.864,0.658,8,89000.0,512,1
THIN-001039,43,Freelancer,630,26100.0,15430.0,0.319,0.715,0.74,20,216000.0,518,1
THIN-001040,33,Gig Worker,49,139300.0,8110.0,0.192,0.725,0.221,38,30000.0,519,1
THIN-001041,26,Vendor,620,142500.0,7290.0,0.115,0.845,0.522,21,142000.0,610,1
THIN-001042,54,Freelancer,345,121100.0,22450.0,0.189,0.647,0.604,28,73000.0,575,1
THIN-001043,29,Shopkeeper,336,157000.0,3830.0,0.587,0.803,0.637,24,239000.0,478,1
THIN-001044,23,Gig Worker,797,97600.0,12270.0,0.195,0.784,0.943,44,155000.0,640,1
THIN-001045,31,Gig Worker,138,62100.0,13470.0,0.364,0.911,0.504,43,143000.0,515,1
THIN-001046,51,Vendor,300,171700.0,14330.0,0.298,0.615,0.753,7,23000.0,487,1
THIN-001047,22,Shopkeeper,264,35900.0,15540.0,0.134,0.951,0.801,42,43000.0,644,1
THIN-001048,45,Shopkeeper,295,49800.0,12880.0,0.07,0.934,0.976,47,68000.0,700,1
THIN-001049,24,Shopkeeper,421,5000.0,12160.0,0.406,0.814,0.537,34,74000.0,504,0
THIN-001050,45,Vendor,128,63500.0,14790.0,0.132,0.729,0.787,48,314000.0,604,1
THIN-001051,42,Freelancer,781,24300.0,31020.0,0.347,0.881,0.642,22,46000.0,527,1
THIN-001052,44,Shopkeeper,487,112400.0,10770.0,0.23,0.849,0.672,24,130000.0,580,1
THIN-001053,33,Shopkeeper,738,39600.0,10270.0,0.118,0.933,0.646,21,300000.0,618,1
THIN-001054,38,Shopkeeper,455,76400.0,9610.0,0.049,0.793,0.661,59,220000.0,688,1
THIN-001055,39,Freelancer,725,95300.0,2930.0,0.37,0.647,0.819,8,137000.0,479,1
THIN-001056,54,Gig Worker,168,48500.0,200.0,0.145,0.945,0.767,28,126000.0,579,1
THIN-001057,32,Freelancer,370,130900.0,9490.0,0.065,0.915,0.81,34,132000.0,701,1
THIN-001058,52,Shopkeeper,755,62500.0,2800.0,0.192,0.676,0.416,7,116000.0,496,1
THIN-001059,42,Gig Worker,589,172100.0,200.0,0.231,0.519,0.72,15,153000.0,508,1
THIN-001060,27,Gig Worker,355,46500.0,200.0,0.618,0.93,0.68,23,12000.0,462,0
THIN-001061,52,Vendor,247,110400.0,14980.0,0.211,0.624,0.678,32,241000.0,562,1
THIN-001062,43,Gig Worker,385,98200.0,22330.0,0.13,0.887,0.584,48,274000.0,650,1
THIN-001063,25,Gig Worker,585,5000.0,16860.0,0.256,0.731,0.763,10,90000.0,499,1
THIN-001064,46,Vendor,370,137100.0,3530.0,0.199,0.576,0.878,39,163000.0,602,1
THIN-001065,44,Gig Worker,132,31100.0,200.0,0.18,0.936,0.562,45,5000.0,553,1
THIN-001066,56,Freelancer,357,53800.0,4360.0,0.116,0.917,0.827,53,65000.0,663,1
THIN-001067,32,Shopkeeper,578,5000.0,2250.0,0.049,0.923,0.723,58,43000.0,670,1
THIN-001068,54,Vendor,163,5000.0,6870.0,0.424,0.666,0.663,42,70000.0,461,1
THIN-001069,27,Shopkeeper,279,87300.0,200.0,0.269,0.865,0.489,51,19000.0,538,1
THIN-001070,37,Vendor,22,29500.0,7410.0,0.043,0.706,0.573,13,60000.0,548,1
THIN-001071,40,Vendor,281,48600.0,8600.0,0.403,0.68,0.93,49,159000.0,535,1
THIN-001072,40,Vendor,154,138500.0,9270.0,0.095,0.599,0.673,12,57000.0,550,1
THIN-001073,43,Freelancer,530,175900.0,13360.0,0.39,0.89,0.872,21,5000.0,553,1
THIN-001074,53,Vendor,213,67700.0,8010.0,0.129,0.755,0.549,10,21000.0,532,1
THIN-001075,34,Vendor,797,95400.0,8970.0,0.362,0.803,0.969,47,237000.0,588,1
THIN-001076,48,Freelancer,206,14100.0,200.0,0.271,0.565,0.527,13,221000.0,419,0
THIN-001077,47,Shopkeeper,504,68100.0,6940.0,0.212,0.803,0.483,33,37000.0,579,1
THIN-001078,28,Gig Worker,737,127100.0,200.0,0.368,0.549,0.634,57,109000.0,510,1
THIN-001079,20,Vendor,371,14900.0,8460.0,0.476,0.64,0.849,40,56000.0,509,1
THIN-001080,35,Shopkeeper,97,73400.0,8600.0,0.265,0.728,0.901,24,201000.0,523,1
THIN-001081,27,Vendor,90,60500.0,9770.0,0.451,0.569,0.746,32,150000.0,461,0
THIN-001082,25,Gig Worker,154,71700.0,11110.0,0.19,0.823,0.588,44,162000.0,574,1
THIN-001083,53,Vendor,457,85500.0,200.0,0.069,0.428,0.772,44,253000.0,625,1
THIN-001084,33,Gig Worker,462,127300.0,21500.0,0.124,0.649,0.475,36,155000.0,622,1
THIN-001085,46,Freelancer,322,129200.0,8890.0,0.083,0.937,0.579,4,168000.0,589,1
THIN-001086,20,Vendor,566,148000.0,10380.0,0.107,0.971,0.708,14,166000.0,630,1
THIN-001087,58,Vendor,105,140300.0,24350.0,0.176,0.626,0.615,24,72000.0,535,1
THIN-001088,25,Shopkeeper,161,142200.0,15260.0,0.301,0.836,0.717,41,249000.0,557,1
THIN-001089,42,Shopkeeper,745,149400.0,14930.0,0.331,0.826,0.664,14,258000.0,524,1
THIN-001090,32,Vendor,621,70100.0,1180.0,0.398,0.731,0.401,31,119000.0,493,1
THIN-001091,33,Vendor,323,40600.0,17990.0,0.126,0.694,0.712,46,168000.0,622,1
THIN-001092,45,Vendor,40,21700.0,18510.0,0.375,0.973,0.353,47,320000.0,481,1
THIN-001093,53,Shopkeeper,409,64000.0,21920.0,0.17,0.953,0.871,47,104000.0,662,1
THIN-001094,56,Freelancer,183,20300.0,14220.0,0.276,0.815,0.679,50,106000.0,541,1
THIN-001095,35,Vendor,410,105300.0,200.0,0.294,0.982,0.764,22,88000.0,553,1
THIN-001096,41,Shopkeeper,341,71900.0,24020.0,0.452,0.79,0.799,36,238000.0,544,1
THIN-001097,53,Gig Worker,783,160500.0,18890.0,0.826,0.847,0.498,52,112000.0,497,1
THIN-001098,40,Freelancer,139,5000.0,11140.0,0.13,0.8,0.565,19,77000.0,523,1
THIN-001099,32,Vendor,716,120300.0,17150.0,0.222,0.434,0.815,3,187000.0,501,1
THIN-001100,59,Gig Worker,763,63100.0,7550.0,0.089,0.747,0.859,8,194000.0,603,1
THIN-001101,52,Shopkeeper,416,186800.0,8610.0,0.103,0.941,0.295,17,93000.0,601,1
THIN-001102,28,Gig Worker,486,68800.0,5740.0,0.24,0.894,0.855,59,5000.0,619,1
THIN-001103,48,Vendor,710,134600.0,8230.0,0.104,0.367,0.723,59,94000.0,620,1
THIN-001104,32,Gig Worker,464,5000.0,2440.0,0.351,0.611,0.672,3,143000.0,420,0
THIN-001105,31,Freelancer,53,156000.0,3260.0,0.476,0.593,0.707,6,199000.0,389,0
THIN-001106,21,Vendor,80,70800.0,13970.0,0.127,0.753,0.567,48,161000.0,584,1
THIN-001107,26,Vendor,400,157600.0,14170.0,0.133,0.859,0.667,26,174000.0,633,1
THIN-001108,30,Shopkeeper,787,85700.0,10880.0,0.123,0.778,0.511,42,186000.0,632,1
THIN-001109,37,Gig Worker,95,175300.0,6050.0,0.132,0.771,0.567,59,31000.0,591,1
THIN-001110,28,Shopkeeper,346,161100.0,390.0,0.337,0.821,0.72,6,72000.0,479,1
THIN-001111,57,Vendor,216,77600.0,11130.0,0.253,0.455,0.604,33,93000.0,513,1
THIN-001112,47,Shopkeeper,293,73800.0,13020.0,0.167,0.758,0.779,5,92000.0,538,1
THIN-001113,45,Gig Worker,596,150600.0,200.0,0.132,0.907,0.63,20,33000.0,596,1
THIN-001114,23,Vendor,147,5000.0,3160.0,0.142,0.555,0.628,27,177000.0,510,1
THIN-001115,41,Vendor,108,35700.0,8120.0,0.322,0.923,0.752,39,141000.0,537,1
THIN-001116,45,Vendor,707,72800.0,14000.0,0.263,0.631,0.633,21,145000.0,530,1
THIN-001117,40,Vendor,31,5000.0,8080.0,0.04,0.723,0.69,13,106000.0,545,1
THIN-001118,55,Gig Worker,455,174100.0,14600.0,0.303,0.701,0.53,56,121000.0,563,1
THIN-001119,58,Gig Worker,622,79500.0,12910.0,0.325,0.838,0.618,22,80000.0,535,1
THIN-001120,39,Vendor,24,132100.0,17900.0,0.516,0.699,0.602,6,201000.0,388,0
THIN-001121,53,Vendor,351,95800.0,2980.0,0.247,0.937,0.943,34,14000.0,616,1
THIN-001122,39,Gig Worker,599,132100.0,6080.0,0.359,0.623,0.658,26,108000.0,517,1
THIN-001123,32,Shopkeeper,197,72100.0,9100.0,0.437,0.932,0.983,53,40000.0,553,1
THIN-001124,54,Vendor,477,124500.0,12180.0,0.058,0.799,0.813,10,5000.0,638,1
THIN-001125,27,Shopkeeper,116,5000.0,12550.0,0.25,0.87,0.523,30,124000.0,500,0
THIN-001126,55,Freelancer,473,98900.0,8730.0,0.222,0.938,0.399,36,194000.0,596,1
THIN-001127,23,Gig Worker,241,6200.0,5220.0,0.067,0.868,0.746,59,105000.0,638,1
THIN-001128,59,Shopkeeper,373,72500.0,7730.0,0.256,0.915,0.607,16,5000.0,541,1
THIN-001129,29,Shopkeeper,384,67100.0,550.0,0.046,0.79,0.753,53,133000.0,678,1
THIN-001130,30,Freelancer,305,109100.0,14370.0,0.354,0.815,0.683,4,67000.0,475,1
THIN-001131,44,Shopkeeper,164,44400.0,20040.0,0.433,0.671,0.571,49,5000.0,482,1
THIN-001132,24,Freelancer,581,22500.0,12270.0,0.267,0.695,0.907,45,88000.0,584,1
THIN-001133,25,Shopkeeper,783,81800.0,470.0,0.174,0.804,0.738,28,118000.0,593,1
THIN-001134,52,Vendor,364,66400.0,200.0,0.149,0.76,0.882,12,113000.0,560,1
THIN-001135,22,Gig Worker,125,108800.0,8260.0,0.161,0.864,0.361,45,88000.0,569,1
THIN-001136,24,Gig Worker,504,91700.0,200.0,0.101,0.591,0.348,6,101000.0,512,1
THIN-001137,19,Gig Worker,146,111000.0,2700.0,0.098,0.742,0.336,25,90000.0,555,1
THIN-001138,26,Gig Worker,615,135700.0,6920.0,0.139,0.843,0.495,49,69000.0,632,1
THIN-001139,57,Freelancer,786,141600.0,8330.0,0.338,0.763,0.808,28,50000.0,559,1
THIN-001140,51,Vendor,465,111200.0,8490.0,0.114,0.638,0.713,41,58000.0,641,1
THIN-001141,35,Shopkeeper,349,77600.0,5920.0,0.243,0.727,0.572,37,168000.0,568,1
THIN-001142,48,Freelancer,649,117700.0,23610.0,0.212,0.437,0.559,44,202000.0,566,1
THIN-001143,29,Vendor,640,37900.0,2220.0,0.44,0.57,0.499,9,5000.0,417,0
THIN-001144,36,Freelancer,70,153400.0,10560.0,0.333,0.8,0.488,48,5000.0,508,1
THIN-001145,31,Freelancer,78,135800.0,200.0,0.238,0.772,0.554,51,167000.0,520,1
THIN-001146,19,Gig Worker,736,115400.0,4290.0,0.08,0.93,0.769,49,254000.0,694,1
THIN-001147,32,Vendor,381,35300.0,3140.0,0.327,0.708,0.802,14,250000.0,497,1
THIN-001148,47,Vendor,559,92500.0,18240.0,0.256,0.751,0.813,51,219000.0,603,1
THIN-001149,27,Vendor,155,69100.0,12990.0,0.073,0.708,0.624,38,192000.0,624,1
THIN-001150,25,Vendor,610,69000.0,13970.0,0.09,0.734,0.877,35,100000.0,675,1
THIN-001151,26,Gig Worker,207,110400.0,2810.0,0.213,0.842,0.842,24,193000.0,564,1
THIN-001152,26,Shopkeeper,651,133000.0,200.0,0.388,0.815,0.661,5,73000.0,460,0
THIN-001153,46,Vendor,699,22300.0,6450.0,0.31,0.613,0.595,45,52000.0,529,1
THIN-001154,41,Shopkeeper,368,73000.0,15690.0,0.22,0.776,0.927,29,106000.0,604,1
THIN-001155,48,Gig Worker,647,56600.0,20730.0,0.498,0.853,0.744,23,122000.0,511,1
THIN-001156,59,Gig Worker,657,42500.0,14520.0,0.171,0.907,0.758,12,143000.0,579,1
THIN-001157,44,Freelancer,631,62700.0,200.0,0.046,0.731,0.717,11,5000.0,602,1
THIN-001158,22,Vendor,785,20000.0,6870.0,0.314,0.696,0.594,37,5000.0,536,1
THIN-001159,20,Freelancer,252,134400.0,10420.0,0.293,0.893,0.859,18,56000.0,544,1
THIN-001160,41,Shopkeeper,380,97300.0,200.0,0.315,0.897,0.368,31,204000.0,520,1
THIN-001161,37,Vendor,685,108600.0,15880.0,0.205,0.695,0.579,6,73000.0,521,1
THIN-001162,55,Gig Worker,427,74700.0,7210.0,0.202,0.672,0.698,50,168000.0,597,1
THIN-001163,33,Shopkeeper,659,93500.0,20980.0,0.26,0.619,0.787,35,236000.0,583,1
THIN-001164,30,Shopkeeper,653,71800.0,14050.0,0.243,0.908,0.594,29,38000.0,584,1
THIN-001165,30,Freelancer,239,90200.0,21170.0,0.031,0.889,0.784,27,362000.0,681,1
THIN-001166,58,Shopkeeper,131,95800.0,200.0,0.272,0.555,0.534,21,173000.0,449,1
THIN-001167,24,Gig Worker,265,91600.0,10890.0,0.03,0.804,0.585,15,98000.0,625,1
THIN-001168,23,Gig Worker,311,76900.0,200.0,0.022,0.873,0.688,52,98000.0,683,1
THIN-001169,58,Vendor,239,127000.0,6880.0,0.345,0.629,0.798,16,5000.0,485,1
THIN-001170,57,Shopkeeper,568,22000.0,12600.0,0.166,0.563,0.46,17,49000.0,521,1
THIN-001171,38,Gig Worker,192,49400.0,23880.0,0.516,0.898,0.801,51,63000.0,519,1
THIN-001172,56,Vendor,330,38300.0,7240.0,0.115,0.821,0.933,9,45000.0,590,1
THIN-001173,51,Freelancer,395,80900.0,17350.0,0.178,0.831,0.927,23,82000.0,618,1
THIN-001174,36,Freelancer,422,116500.0,8750.0,0.074,0.717,0.631,30,337000.0,651,1
THIN-001175,28,Freelancer,395,48400.0,22500.0,0.04,0.472,0.334,16,276000.0,578,1
THIN-001176,28,Gig Worker,725,5000.0,200.0,0.148,0.607,0.269,53,5000.0,525,1
THIN-001177,51,Gig Worker,541,92700.0,4000.0,0.318,0.85,0.935,6,47000.0,522,1
THIN-001178,48,Vendor,80,85600.0,3210.0,0.17,0.363,0.548,56,204000.0,512,1
THIN-001179,46,Gig Worker,711,38200.0,20610.0,0.185,0.902,0.738,49,47000.0,631,1
THIN-001180,56,Gig Worker,464,5000.0,8470.0,0.413,0.747,0.543,35,165000.0,496,1
THIN-001181,36,Gig Worker,606,83300.0,2840.0,0.355,0.676,0.852,44,5000.0,557,1
THIN-001182,29,Vendor,694,40400.0,10700.0,0.277,0.813,0.846,48,107000.0,594,1
THIN-001183,29,Shopkeeper,637,45700.0,13640.0,0.257,0.47,0.695,26,283000.0,527,1
THIN-001184,21,Shopkeeper,434,51600.0,200.0,0.387,0.833,0.728,53,122000.0,535,1
THIN-001185,22,Gig Worker,740,32000.0,200.0,0.12,0.798,0.796,11,5000.0,566,1
THIN-001186,32,Shopkeeper,309,99600.0,200.0,0.603,0.557,0.925,30,100000.0,464,1
THIN-001187,22,Shopkeeper,532,70100.0,11010.0,0.235,0.912,0.459,57,126000.0,591,1
THIN-001188,45,Vendor,662,60300.0,200.0,0.204,0.937,0.876,42,147000.0,619,1
THIN-001189,51,Vendor,740,117900.0,13300.0,0.105,0.637,0.714,55,57000.0,649,1
THIN-001190,45,Vendor,660,84300.0,9770.0,0.543,0.699,0.758,21,146000.0,484,1
THIN-001191,28,Freelancer,555,46500.0,1900.0,0.375,0.673,0.567,36,5000.0,517,1
THIN-001192,50,Gig Worker,244,5000.0,7090.0,0.251,0.716,0.54,37,142000.0,515,1
THIN-001193,39,Shopkeeper,300,5000.0,3890.0,0.26,0.856,0.588,56,180000.0,537,1
THIN-001194,52,Shopkeeper,357,176300.0,200.0,0.147,0.826,0.7,51,156000.0,622,1
THIN-001195,51,Shopkeeper,353,101700.0,990.0,0.291,0.753,0.531,37,5000.0,544,1
THIN-001196,27,Gig Worker,305,106000.0,7720.0,0.033,0.599,0.929,11,125000.0,627,1
THIN-001197,28,Gig Worker,654,31600.0,2570.0,0.212,0.883,0.707,51,153000.0,602,1
THIN-001198,35,Vendor,777,49900.0,16100.0,0.445,0.63,0.528,41,219000.0,506,1
THIN-001199,48,Vendor,556,119100.0,11720.0,0.166,0.672,0.322,25,143000.0,559,1
THIN-001200,44,Vendor,622,135900.0,9510.0,0.148,0.808,0.9,47,94000.0,662,1
THIN-001201,52,Freelancer,112,90300.0,28450.0,0.202,0.774,0.884,41,129000.0,591,1
THIN-001202,40,Vendor,336,5000.0,6010.0,0.471,0.781,0.553,11,153000.0,417,0
THIN-001203,52,Gig Worker,267,5000.0,8670.0,0.107,0.95,0.576,36,157000.0,613,1
THIN-001204,21,Freelancer,310,94200.0,1290.0,0.483,0.889,0.777,57,43000.0,530,1
THIN-001205,54,Vendor,433,100300.0,9010.0,0.277,0.609,0.884,25,5000.0,556,1
THIN-001206,49,Shopkeeper,425,71800.0,9160.0,0.315,0.731,0.509,13,5000.0,491,1
THIN-001207,48,Shopkeeper,80,56400.0,9440.0,0.189,0.816,0.548,48,142000.0,555,1
THIN-001208,54,Vendor,697,5000.0,20260.0,0.219,0.782,0.776,35,180000.0,582,1
THIN-001209,28,Vendor,153,95400.0,24760.0,0.084,0.936,0.483,12,93000.0,577,1
THIN-001210,29,Shopkeeper,299,28700.0,13240.0,0.179,0.641,0.493,31,5000.0,550,1
THIN-001211,21,Freelancer,362,95500.0,11820.0,0.243,0.985,0.809,22,5000.0,590,1
THIN-001212,57,Shopkeeper,506,5000.0,8430.0,0.259,0.633,0.487,48,250000.0,523,1
THIN-001213,47,Gig Worker,351,183000.0,12440.0,0.112,0.922,0.837,28,88000.0,665,1
THIN-001214,59,Vendor,136,157400.0,12420.0,0.204,0.71,0.68,6,5000.0,495,1
THIN-001215,19,Vendor,543,37900.0,28640.0,0.181,0.677,0.844,16,5000.0,570,1
THIN-001216,37,Gig Worker,486,106000.0,200.0,0.217,0.913,0.75,36,50000.0,606,1
THIN-001217,29,Gig Worker,262,34800.0,23170.0,0.281,0.627,0.916,49,220000.0,560,1
THIN-001218,44,Vendor,148,44800.0,7280.0,0.364,0.911,0.471,30,23000.0,492,1
THIN-001219,24,Gig Worker,368,99200.0,4970.0,0.073,0.944,0.68,31,164000.0,674,1
THIN-001220,34,Shopkeeper,714,168000.0,6750.0,0.354,0.815,0.93,6,141000.0,517,1
THIN-001221,25,Shopkeeper,665,113400.0,10660.0,0.163,0.828,0.601,50,154000.0,629,1
THIN-001222,57,Shopkeeper,769,56200.0,18180.0,0.431,0.759,0.605,57,116000.0,532,1
THIN-001223,43,Shopkeeper,181,76300.0,2660.0,0.21,0.858,0.63,42,185000.0,570,1
THIN-001224,25,Vendor,112,25300.0,2590.0,0.201,0.818,0.299,23,5000.0,484,1
THIN-001225,26,Freelancer,229,35400.0,200.0,0.255,0.904,0.735,33,94000.0,544,1
THIN-001226,34,Freelancer,391,141700.0,3640.0,0.277,0.869,0.298,28,75000.0,537,1
THIN-001227,37,Vendor,599,128000.0,15250.0,0.38,0.743,0.612,52,180000.0,551,1
THIN-001228,34,Vendor,632,5000.0,3090.0,0.051,0.809,0.503,56,277000.0,638,1
THIN-001229,19,Vendor,687,73000.0,8180.0,0.199,0.879,0.743,29,106000.0,608,1
THIN-001230,40,Gig Worker,310,151000.0,7950.0,0.269,0.6,0.839,21,111000.0,534,1
THIN-001231,24,Vendor,425,5000.0,200.0,0.439,0.871,0.836,35,107000.0,510,1
THIN-001232,35,Vendor,204,79800.0,200.0,0.308,0.862,0.753,28,58000.0,517,1
THIN-001233,38,Freelancer,427,114100.0,8130.0,0.217,0.347,0.734,51,127000.0,564,1
THIN-001234,57,Freelancer,270,112700.0,13680.0,0.29,0.612,0.707,5,122000.0,471,1
THIN-001235,44,Shopkeeper,273,90400.0,22910.0,0.097,0.63,0.529,28,199000.0,597,1
THIN-001236,56,Shopkeeper,27,84600.0,5240.0,0.268,0.628,0.536,9,137000.0,429,1
THIN-001237,38,Vendor,408,67100.0,8860.0,0.078,0.674,0.768,23,153000.0,632,1
THIN-001238,40,Gig Worker,473,59100.0,9060.0,0.307,0.918,0.633,36,75000.0,580,1
THIN-001239,51,Gig Worker,487,48000.0,13120.0,0.361,0.81,0.474,35,8000.0,536,1
THIN-001240,23,Vendor,251,125900.0,200.0,0.374,0.716,0.351,8,121000.0,409,1
THIN-001241,24,Vendor,632,124600.0,200.0,0.332,0.629,0.803,54,119000.0,544,1
THIN-001242,19,Shopkeeper,388,161900.0,1530.0,0.156,0.685,0.724,55,150000.0,619,1
THIN-001243,58,Shopkeeper,756,99000.0,14560.0,0.418,0.663,0.557,19,185000.0,483,1
THIN-001244,45,Shopkeeper,446,69900.0,14280.0,0.408,0.78,0.421,49,95000.0,524,1
THIN-001245,25,Shopkeeper,46,97500.0,7760.0,0.131,0.97,0.746,54,5000.0,617,1
THIN-001246,36,Gig Worker,103,146900.0,6650.0,0.498,0.883,0.636,47,127000.0,497,1
THIN-001247,54,Shopkeeper,425,5000.0,21890.0,0.404,0.819,0.71,28,218000.0,508,1
THIN-001248,53,Vendor,670,63200.0,8160.0,0.225,0.575,0.784,24,205000.0,554,1
THIN-001249,59,Shopkeeper,307,55200.0,200.0,0.572,0.66,0.668,7,5000.0,392,0
THIN-001250,56,Gig Worker,254,133900.0,9760.0,0.115,0.567,0.681,46,283000.0,611,1
THIN-001251,35,Vendor,526,123300.0,11320.0,0.096,0.762,0.818,49,64000.0,677,1
THIN-001252,43,Freelancer,417,24600.0,3330.0,0.213,0.813,0.659,34,183000.0,583,1
THIN-001253,48,Gig Worker,325,42200.0,11270.0,0.608,0.904,0.533,15,50000.0,444,0
THIN-001254,35,Shopkeeper,24,96300.0,200.0,0.264,0.635,0.279,19,83000.0,416,1
THIN-001255,37,Freelancer,310,23900.0,12630.0,0.148,0.607,0.527,45,46000.0,575,1
THIN-001256,31,Vendor,354,5000.0,200.0,0.487,0.663,0.283,3,14000.0,341,0
THIN-001257,31,Shopkeeper,448,205800.0,12950.0,0.488,0.907,0.782,7,102000.0,494,1
THIN-001258,47,Gig Worker,285,30200.0,200.0,0.101,0.602,0.423,17,154000.0,518,1
THIN-001259,22,Vendor,555,116000.0,15970.0,0.11,0.663,0.758,43,32000.0,654,1
THIN-001260,40,Freelancer,598,70800.0,15840.0,0.24,0.863,0.809,21,69000.0,580,1
THIN-001261,45,Gig Worker,743,127800.0,12340.0,0.317,0.828,0.582,54,199000.0,573,1
THIN-001262,32,Gig Worker,342,42100.0,18300.0,0.163,0.839,0.922,23,174000.0,610,1
THIN-001263,32,Shopkeeper,25,80700.0,12680.0,0.262,0.774,0.731,3,136000.0,454,0
THIN-001264,59,Shopkeeper,475,94400.0,18840.0,0.044,0.804,0.47,21,82000.0,644,1
THIN-001265,31,Shopkeeper,515,59500.0,6630.0,0.134,0.853,0.68,37,162000.0,643,1
THIN-001266,28,Freelancer,382,134000.0,200.0,0.118,0.909,0.718,35,67000.0,645,1
THIN-001267,23,Shopkeeper,290,113100.0,12960.0,0.129,0.55,0.825,28,136000.0,600,1
THIN-001268,21,Shopkeeper,525,137900.0,11790.0,0.22,0.683,0.885,38,38000.0,617,1
THIN-001269,36,Shopkeeper,213,145200.0,13320.0,0.392,0.769,0.661,58,183000.0,528,1
THIN-001270,23,Vendor,694,37800.0,9690.0,0.271,0.921,0.535,12,28000.0,518,1
THIN-001271,51,Vendor,695,118000.0,3620.0,0.245,0.946,0.95,10,30000.0,570,1
THIN-001272,53,Freelancer,742,85900.0,1100.0,0.238,0.714,0.813,41,88000.0,589,1
THIN-001273,29,Gig Worker,320,198500.0,4820.0,0.182,0.714,0.534,31,82000.0,579,1
THIN-001274,20,Gig Worker,319,74900.0,200.0,0.571,0.51,0.696,16,142000.0,406,0
THIN-001275,40,Vendor,332,19400.0,6260.0,0.506,0.803,0.829,38,82000.0,516,1
THIN-001276,30,Gig Worker,581,125400.0,1020.0,0.116,0.901,0.433,33,135000.0,626,1
THIN-001277,42,Freelancer,740,70900.0,3640.0,0.194,0.687,0.706,9,181000.0,531,1
THIN-001278,34,Gig Worker,309,163500.0,4630.0,0.272,0.637,0.479,42,162000.0,540,1
THIN-001279,21,Vendor,449,5000.0,11170.0,0.396,0.681,0.504,33,199000.0,485,1
THIN-001280,40,Gig Worker,605,62800.0,15640.0,0.294,0.772,0.661,16,127000.0,524,1
THIN-001281,37,Vendor,720,90800.0,1860.0,0.514,0.577,0.75,9,5000.0,435,1
THIN-001282,40,Shopkeeper,303,222000.0,7920.0,0.072,0.625,0.602,8,70000.0,576,1
THIN-001283,50,Vendor,352,179700.0,18920.0,0.234,0.849,0.819,51,143000.0,623,1
THIN-001284,19,Gig Worker,81,71500.0,3390.0,0.4,0.88,0.419,11,162000.0,419,1
THIN-001285,23,Vendor,267,84200.0,200.0,0.203,0.632,0.702,11,135000.0,492,1
